HZ7HK8, G, 0, -inf, -inf, inf
0SE5QB, B, 1, inf, -inf, inf
8N83SZ, B, 2, -inf, -inf, inf
3OMLB2, G, 3, inf, -inf, inf
0864EZ, B, 4, 8, -inf, inf
3OMLB2, G, 3, 8, -inf, 8
0864EZ, R, 4, 0, -inf, 8
3OMLB2, G, 3, 0, -inf, 0
8T2R8A, B, 4, 8, -inf, 0
3OMLB2, G, 3, 0, -inf, 0
8T2R8A, R, 4, 0, -inf, 0
3OMLB2, G, 3, 0, -inf, 0
AEGPCQ, G, 4, -3, -inf, 0
3OMLB2, G, 3, -3, -inf, -3
AEGPCQ, R, 4, 0, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
CY7856, B, 4, 8, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
CY7856, R, 4, 0, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
FM9DI5, B, 4, 8, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
FM9DI5, R, 4, 0, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
GHF6BS, B, 4, 8, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
HPV85P, B, 4, 8, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
HPV85P, R, 4, 0, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
SSS3HX, B, 4, 8, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
SSS3HX, G, 4, -3, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
T5X7GO, B, 4, 8, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
T5X7GO, R, 4, 0, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
U6Z7QK, G, 4, -3, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
U6Z7QK, R, 4, 0, -inf, -3
3OMLB2, G, 3, -3, -inf, -3
8N83SZ, B, 2, -3, -3, inf
3OMLB2, R, 3, inf, -3, inf
0864EZ, B, 4, -2, -3, inf
3OMLB2, R, 3, -2, -3, -2
0864EZ, G, 4, -13, -3, -2
3OMLB2, R, 3, -13, -3, -2
8N83SZ, B, 2, -3, -3, inf
AEGPCQ, G, 3, inf, -3, inf
0864EZ, B, 4, 8, -3, inf
AEGPCQ, G, 3, 8, -3, 8
0864EZ, R, 4, 0, -3, 8
AEGPCQ, G, 3, 0, -3, 0
3OMLB2, G, 4, -3, -3, 0
AEGPCQ, G, 3, -3, -3, 0
8N83SZ, B, 2, -3, -3, inf
AEGPCQ, R, 3, inf, -3, inf
0864EZ, B, 4, -2, -3, inf
AEGPCQ, R, 3, -2, -3, -2
0864EZ, G, 4, -13, -3, -2
AEGPCQ, R, 3, -13, -3, -2
8N83SZ, B, 2, -3, -3, inf
CY7856, B, 3, inf, -3, inf
3OMLB2, G, 4, -10, -3, inf
CY7856, B, 3, -10, -3, inf
8N83SZ, B, 2, -3, -3, inf
CY7856, R, 3, inf, -3, inf
3OMLB2, G, 4, -13, -3, inf
CY7856, R, 3, -13, -3, inf
8N83SZ, B, 2, -3, -3, inf
FM9DI5, B, 3, inf, -3, inf
3OMLB2, G, 4, -10, -3, inf
FM9DI5, B, 3, -10, -3, inf
8N83SZ, B, 2, -3, -3, inf
FM9DI5, R, 3, inf, -3, inf
3OMLB2, G, 4, -13, -3, inf
FM9DI5, R, 3, -13, -3, inf
8N83SZ, B, 2, -3, -3, inf
GHF6BS, B, 3, inf, -3, inf
3OMLB2, G, 4, -10, -3, inf
GHF6BS, B, 3, -10, -3, inf
8N83SZ, B, 2, -3, -3, inf
GHF6BS, G, 3, inf, -3, inf
3OMLB2, R, 4, 0, -3, inf
GHF6BS, G, 3, 0, -3, 0
8T2R8A, B, 4, 8, -3, 0
GHF6BS, G, 3, 0, -3, 0
8T2R8A, R, 4, 0, -3, 0
GHF6BS, G, 3, 0, -3, 0
AEGPCQ, G, 4, -3, -3, 0
GHF6BS, G, 3, -3, -3, 0
8N83SZ, B, 2, -3, -3, inf
SSS3HX, B, 3, inf, -3, inf
3OMLB2, G, 4, -10, -3, inf
SSS3HX, B, 3, -10, -3, inf
8N83SZ, B, 2, -3, -3, inf
SSS3HX, G, 3, inf, -3, inf
3OMLB2, G, 4, -3, -3, inf
SSS3HX, G, 3, -3, -3, inf
8N83SZ, B, 2, -3, -3, inf
U6Z7QK, G, 3, inf, -3, inf
0864EZ, B, 4, 8, -3, inf
U6Z7QK, G, 3, 8, -3, 8
0864EZ, R, 4, 0, -3, 8
U6Z7QK, G, 3, 0, -3, 0
3OMLB2, G, 4, -3, -3, 0
U6Z7QK, G, 3, -3, -3, 0
8N83SZ, B, 2, -3, -3, inf
U6Z7QK, R, 3, inf, -3, inf
0864EZ, B, 4, -2, -3, inf
U6Z7QK, R, 3, -2, -3, -2
0864EZ, G, 4, -13, -3, -2
U6Z7QK, R, 3, -13, -3, -2
8N83SZ, B, 2, -3, -3, inf
0SE5QB, B, 1, -3, -inf, -3
8N83SZ, R, 2, -inf, -inf, -3
3OMLB2, B, 3, inf, -inf, -3
0864EZ, G, 4, -18, -inf, -3
3OMLB2, B, 3, -18, -inf, -18
0864EZ, R, 4, -15, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
8T2R8A, G, 4, -18, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
8T2R8A, R, 4, -15, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
AEGPCQ, B, 4, -7, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
AEGPCQ, G, 4, -18, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
CY7856, R, 4, -15, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
FM9DI5, B, 4, -7, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
FM9DI5, R, 4, -15, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
GHF6BS, G, 4, -18, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
HPV85P, G, 4, -18, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
HPV85P, R, 4, -15, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
QJRTI4, B, 4, -7, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
SSS3HX, B, 4, -7, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
SSS3HX, G, 4, -18, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
T5X7GO, G, 4, -18, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
T5X7GO, R, 4, -15, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
U6Z7QK, G, 4, -18, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
U6Z7QK, R, 4, -15, -inf, -18
3OMLB2, B, 3, -18, -inf, -18
8N83SZ, R, 2, -18, -18, -3
3OMLB2, G, 3, inf, -18, -3
0864EZ, B, 4, 0, -18, -3
3OMLB2, G, 3, 0, -18, -3
0864EZ, R, 4, -8, -18, -3
3OMLB2, G, 3, -8, -18, -8
8T2R8A, B, 4, 0, -18, -8
3OMLB2, G, 3, -8, -18, -8
8T2R8A, R, 4, -8, -18, -8
3OMLB2, G, 3, -8, -18, -8
AEGPCQ, B, 4, 0, -18, -8
3OMLB2, G, 3, -8, -18, -8
AEGPCQ, G, 4, -11, -18, -8
3OMLB2, G, 3, -11, -18, -11
CY7856, B, 4, 0, -18, -11
3OMLB2, G, 3, -11, -18, -11
CY7856, R, 4, -8, -18, -11
3OMLB2, G, 3, -11, -18, -11
FM9DI5, B, 4, 0, -18, -11
3OMLB2, G, 3, -11, -18, -11
FM9DI5, R, 4, -8, -18, -11
3OMLB2, G, 3, -11, -18, -11
GHF6BS, B, 4, 0, -18, -11
3OMLB2, G, 3, -11, -18, -11
HPV85P, B, 4, 0, -18, -11
3OMLB2, G, 3, -11, -18, -11
HPV85P, R, 4, -8, -18, -11
