PMS4UP, G, 0, -inf, -inf, inf
8B9JTR, B, 1, inf, -inf, inf
8QNRTB, B, 2, -inf, -inf, inf
A33N63, O, 3, -10, -inf, inf
8QNRTB, B, 2, -10, -10, inf
A33N63, P, 3, -7, -10, inf
8QNRTB, B, 2, -7, -7, inf
A33N63, R, 3, -13, -7, inf
8QNRTB, B, 2, -7, -7, inf
A33N63, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
D9FRAM, G, 3, -14, -7, inf
8QNRTB, B, 2, -7, -7, inf
D9FRAM, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
D9FRAM, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
D9FRAM, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
EFMTJ6, G, 3, -14, -7, inf
8QNRTB, B, 2, -7, -7, inf
EFMTJ6, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
EFMTJ6, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
EFMTJ6, R, 3, -13, -7, inf
8QNRTB, B, 2, -7, -7, inf
EFMTJ6, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
J2IRI4, B, 3, -12, -7, inf
8QNRTB, B, 2, -7, -7, inf
J2IRI4, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
J2IRI4, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
J2IRI4, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
KO4FZ7, B, 3, -12, -7, inf
8QNRTB, B, 2, -7, -7, inf
KO4FZ7, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
KO4FZ7, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
KO4FZ7, R, 3, -13, -7, inf
8QNRTB, B, 2, -7, -7, inf
KO4FZ7, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
LQWAE9, B, 3, -12, -7, inf
8QNRTB, B, 2, -7, -7, inf
LQWAE9, G, 3, -14, -7, inf
8QNRTB, B, 2, -7, -7, inf
LQWAE9, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
LQWAE9, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
LQWAE9, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
OWOGO2, B, 3, -12, -7, inf
8QNRTB, B, 2, -7, -7, inf
OWOGO2, G, 3, -14, -7, inf
8QNRTB, B, 2, -7, -7, inf
OWOGO2, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
OWOGO2, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
OWOGO2, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
PXXI5W, G, 3, -14, -7, inf
8QNRTB, B, 2, -7, -7, inf
PXXI5W, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
PXXI5W, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
PXXI5W, R, 3, -13, -7, inf
8QNRTB, B, 2, -7, -7, inf
PXXI5W, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
RADBAE, G, 3, -14, -7, inf
8QNRTB, B, 2, -7, -7, inf
RADBAE, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
RADBAE, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
RADBAE, R, 3, -13, -7, inf
8QNRTB, B, 2, -7, -7, inf
RADBAE, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
UD7RUF, B, 3, -12, -7, inf
8QNRTB, B, 2, -7, -7, inf
UD7RUF, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
UD7RUF, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
UD7RUF, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
V0Z4ZM, B, 3, -12, -7, inf
8QNRTB, B, 2, -7, -7, inf
V0Z4ZM, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
V0Z4ZM, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
V0Z4ZM, R, 3, -13, -7, inf
8QNRTB, B, 2, -7, -7, inf
V0Z4ZM, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
WW1SPY, O, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
WW1SPY, P, 3, -7, -7, inf
8QNRTB, B, 2, -7, -7, inf
WW1SPY, R, 3, -13, -7, inf
8QNRTB, B, 2, -7, -7, inf
WW1SPY, Y, 3, -10, -7, inf
8QNRTB, B, 2, -7, -7, inf
8B9JTR, B, 1, -7, -inf, -7
8QNRTB, O, 2, -inf, -inf, -7
A33N63, O, 3, 3, -inf, -7
8QNRTB, O, 2, 3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
8QNRTB, P, 2, -inf, -inf, -7
A33N63, O, 3, 4, -inf, -7
8QNRTB, P, 2, 4, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
8QNRTB, R, 2, -inf, -inf, -7
A33N63, O, 3, -6, -inf, -7
8QNRTB, R, 2, -6, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
8QNRTB, Y, 2, -inf, -inf, -7
A33N63, O, 3, -1, -inf, -7
8QNRTB, Y, 2, -1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
A33N63, O, 2, -inf, -inf, -7
8QNRTB, B, 3, 1, -inf, -7
A33N63, O, 2, 1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
A33N63, P, 2, -inf, -inf, -7
8QNRTB, B, 3, 2, -inf, -7
A33N63, P, 2, 2, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
A33N63, R, 2, -inf, -inf, -7
8QNRTB, B, 3, -8, -inf, -7
A33N63, R, 2, -8, -8, -7
8QNRTB, O, 3, -6, -8, -7
A33N63, R, 2, -6, -8, -7
8B9JTR, B, 1, -7, -inf, -7
A33N63, Y, 2, -inf, -inf, -7
8QNRTB, B, 3, -3, -inf, -7
A33N63, Y, 2, -3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
D9FRAM, B, 2, -inf, -inf, -7
6DONJ3, G, 3, -14, -inf, -7
D9FRAM, B, 2, -14, -14, -7
6DONJ3, O, 3, -10, -14, -7
D9FRAM, B, 2, -10, -10, -7
6DONJ3, P, 3, -7, -10, -7
D9FRAM, B, 2, -7, -10, -7
8B9JTR, B, 1, -7, -inf, -7
D9FRAM, G, 2, -inf, -inf, -7
6DONJ3, B, 3, -7, -inf, -7
D9FRAM, G, 2, -7, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
D9FRAM, O, 2, -inf, -inf, -7
6DONJ3, B, 3, 1, -inf, -7
D9FRAM, O, 2, 1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
D9FRAM, P, 2, -inf, -inf, -7
6DONJ3, B, 3, 2, -inf, -7
D9FRAM, P, 2, 2, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
D9FRAM, Y, 2, -inf, -inf, -7
6DONJ3, B, 3, -3, -inf, -7
D9FRAM, Y, 2, -3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
J2IRI4, B, 2, -inf, -inf, -7
8QNRTB, B, 3, -12, -inf, -7
J2IRI4, B, 2, -12, -12, -7
8QNRTB, O, 3, -10, -12, -7
J2IRI4, B, 2, -10, -10, -7
8QNRTB, P, 3, -7, -10, -7
J2IRI4, B, 2, -7, -10, -7
8B9JTR, B, 1, -7, -inf, -7
J2IRI4, O, 2, -inf, -inf, -7
8QNRTB, B, 3, 1, -inf, -7
J2IRI4, O, 2, 1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
J2IRI4, P, 2, -inf, -inf, -7
8QNRTB, B, 3, 2, -inf, -7
J2IRI4, P, 2, 2, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
J2IRI4, Y, 2, -inf, -inf, -7
8QNRTB, B, 3, -3, -inf, -7
J2IRI4, Y, 2, -3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
KO4FZ7, B, 2, -inf, -inf, -7
8QNRTB, B, 3, -12, -inf, -7
KO4FZ7, B, 2, -12, -12, -7
8QNRTB, O, 3, -10, -12, -7
KO4FZ7, B, 2, -10, -10, -7
8QNRTB, P, 3, -7, -10, -7
KO4FZ7, B, 2, -7, -10, -7
8B9JTR, B, 1, -7, -inf, -7
KO4FZ7, O, 2, -inf, -inf, -7
8QNRTB, B, 3, 1, -inf, -7
KO4FZ7, O, 2, 1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
KO4FZ7, P, 2, -inf, -inf, -7
8QNRTB, B, 3, 2, -inf, -7
KO4FZ7, P, 2, 2, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
KO4FZ7, R, 2, -inf, -inf, -7
8QNRTB, B, 3, -8, -inf, -7
KO4FZ7, R, 2, -8, -8, -7
8QNRTB, O, 3, -6, -8, -7
KO4FZ7, R, 2, -6, -8, -7
8B9JTR, B, 1, -7, -inf, -7
KO4FZ7, Y, 2, -inf, -inf, -7
8QNRTB, B, 3, -3, -inf, -7
KO4FZ7, Y, 2, -3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
LQWAE9, B, 2, -inf, -inf, -7
8QNRTB, B, 3, -12, -inf, -7
LQWAE9, B, 2, -12, -12, -7
8QNRTB, O, 3, -10, -12, -7
LQWAE9, B, 2, -10, -10, -7
8QNRTB, P, 3, -7, -10, -7
LQWAE9, B, 2, -7, -10, -7
8B9JTR, B, 1, -7, -inf, -7
LQWAE9, G, 2, -inf, -inf, -7
8QNRTB, B, 3, -7, -inf, -7
LQWAE9, G, 2, -7, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
LQWAE9, O, 2, -inf, -inf, -7
8QNRTB, B, 3, 1, -inf, -7
LQWAE9, O, 2, 1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
LQWAE9, P, 2, -inf, -inf, -7
8QNRTB, B, 3, 2, -inf, -7
LQWAE9, P, 2, 2, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
LQWAE9, Y, 2, -inf, -inf, -7
8QNRTB, B, 3, -3, -inf, -7
LQWAE9, Y, 2, -3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
OWOGO2, B, 2, -inf, -inf, -7
8QNRTB, B, 3, -12, -inf, -7
OWOGO2, B, 2, -12, -12, -7
8QNRTB, O, 3, -10, -12, -7
OWOGO2, B, 2, -10, -10, -7
8QNRTB, P, 3, -7, -10, -7
OWOGO2, B, 2, -7, -10, -7
8B9JTR, B, 1, -7, -inf, -7
OWOGO2, G, 2, -inf, -inf, -7
8QNRTB, B, 3, -7, -inf, -7
OWOGO2, G, 2, -7, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
OWOGO2, O, 2, -inf, -inf, -7
8QNRTB, B, 3, 1, -inf, -7
OWOGO2, O, 2, 1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
OWOGO2, P, 2, -inf, -inf, -7
8QNRTB, B, 3, 2, -inf, -7
OWOGO2, P, 2, 2, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
OWOGO2, Y, 2, -inf, -inf, -7
8QNRTB, B, 3, -3, -inf, -7
OWOGO2, Y, 2, -3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
PXXI5W, G, 2, -inf, -inf, -7
8QNRTB, B, 3, -7, -inf, -7
PXXI5W, G, 2, -7, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
PXXI5W, O, 2, -inf, -inf, -7
8QNRTB, B, 3, 1, -inf, -7
PXXI5W, O, 2, 1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
PXXI5W, P, 2, -inf, -inf, -7
8QNRTB, B, 3, 2, -inf, -7
PXXI5W, P, 2, 2, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
PXXI5W, R, 2, -inf, -inf, -7
8QNRTB, B, 3, -8, -inf, -7
PXXI5W, R, 2, -8, -8, -7
8QNRTB, O, 3, -6, -8, -7
PXXI5W, R, 2, -6, -8, -7
8B9JTR, B, 1, -7, -inf, -7
PXXI5W, Y, 2, -inf, -inf, -7
8QNRTB, B, 3, -3, -inf, -7
PXXI5W, Y, 2, -3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
RADBAE, G, 2, -inf, -inf, -7
8QNRTB, B, 3, -7, -inf, -7
RADBAE, G, 2, -7, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
RADBAE, O, 2, -inf, -inf, -7
8QNRTB, B, 3, 1, -inf, -7
RADBAE, O, 2, 1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
RADBAE, P, 2, -inf, -inf, -7
8QNRTB, B, 3, 2, -inf, -7
RADBAE, P, 2, 2, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
RADBAE, R, 2, -inf, -inf, -7
8QNRTB, B, 3, -8, -inf, -7
RADBAE, R, 2, -8, -8, -7
8QNRTB, O, 3, -6, -8, -7
RADBAE, R, 2, -6, -8, -7
8B9JTR, B, 1, -7, -inf, -7
RADBAE, Y, 2, -inf, -inf, -7
8QNRTB, B, 3, -3, -inf, -7
RADBAE, Y, 2, -3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
UD7RUF, B, 2, -inf, -inf, -7
8QNRTB, B, 3, -12, -inf, -7
UD7RUF, B, 2, -12, -12, -7
8QNRTB, O, 3, -10, -12, -7
UD7RUF, B, 2, -10, -10, -7
8QNRTB, P, 3, -7, -10, -7
UD7RUF, B, 2, -7, -10, -7
8B9JTR, B, 1, -7, -inf, -7
UD7RUF, O, 2, -inf, -inf, -7
8QNRTB, B, 3, 1, -inf, -7
UD7RUF, O, 2, 1, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
UD7RUF, P, 2, -inf, -inf, -7
8QNRTB, B, 3, 2, -inf, -7
UD7RUF, P, 2, 2, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
UD7RUF, Y, 2, -inf, -inf, -7
8QNRTB, B, 3, -3, -inf, -7
UD7RUF, Y, 2, -3, -inf, -7
8B9JTR, B, 1, -7, -inf, -7
V0Z4ZM, B, 2, -inf, -inf, -7
