S25UVF, G, 0, -inf, -inf, inf
0AZUO3, B, 1, inf, -inf, inf
6AYBFI, B, 2, -inf, -inf, inf
0LKP4Q, G, 3, inf, -inf, inf
7TW1VW, O, 4, 0, -inf, inf
0LKP4Q, G, 3, 0, -inf, 0
7TW1VW, P, 4, -2, -inf, 0
0LKP4Q, G, 3, -2, -inf, -2
7TW1VW, R, 4, -11, -inf, -2
0LKP4Q, G, 3, -11, -inf, -11
7TW1VW, Y, 4, -10, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
8SATAC, B, 4, -7, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
8SATAC, O, 4, 0, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
8SATAC, P, 4, -2, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
8SATAC, R, 4, -11, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
8SATAC, Y, 4, -10, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
ATEU3B, B, 4, -7, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
ATEU3B, O, 4, 0, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
ATEU3B, P, 4, -2, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
ATEU3B, R, 4, -11, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
ATEU3B, Y, 4, -10, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
AUENI1, B, 4, -7, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
AUENI1, O, 4, 0, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
AUENI1, P, 4, -2, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
AUENI1, Y, 4, -10, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
DCSY1B, B, 4, -7, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
DCSY1B, O, 4, 0, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
DCSY1B, P, 4, -2, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
DCSY1B, Y, 4, -10, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
KFLUAL, B, 4, -7, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
KFLUAL, O, 4, 0, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
KFLUAL, P, 4, -2, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
KFLUAL, R, 4, -11, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
KFLUAL, Y, 4, -10, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
WC0XRN, B, 4, -7, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
WC0XRN, O, 4, 0, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
WC0XRN, P, 4, -2, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
WC0XRN, R, 4, -11, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
WC0XRN, Y, 4, -10, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
X05GP1, B, 4, -7, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
X05GP1, G, 4, -5, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
X05GP1, O, 4, 0, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
X05GP1, P, 4, -2, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
X05GP1, Y, 4, -10, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
YJ800Y, B, 4, -7, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
YJ800Y, O, 4, 0, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
YJ800Y, P, 4, -2, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
YJ800Y, R, 4, -11, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
YJ800Y, Y, 4, -10, -inf, -11
0LKP4Q, G, 3, -11, -inf, -11
6AYBFI, B, 2, -11, -11, inf
0LKP4Q, O, 3, inf, -11, inf
7TW1VW, P, 4, -8, -11, inf
0LKP4Q, O, 3, -8, -11, -8
7TW1VW, R, 4, -17, -11, -8
0LKP4Q, O, 3, -17, -11, -8
6AYBFI, B, 2, -11, -11, inf
0LKP4Q, P, 3, inf, -11, inf
7TW1VW, O, 4, 0, -11, inf
0LKP4Q, P, 3, 0, -11, 0
7TW1VW, R, 4, -11, -11, 0
0LKP4Q, P, 3, -11, -11, 0
6AYBFI, B, 2, -11, -11, inf
0LKP4Q, R, 3, inf, -11, inf
7TW1VW, O, 4, -5, -11, inf
0LKP4Q, R, 3, -5, -11, -5
7TW1VW, P, 4, -7, -11, -5
0LKP4Q, R, 3, -7, -11, -7
7TW1VW, Y, 4, -15, -11, -7
0LKP4Q, R, 3, -15, -11, -7
6AYBFI, B, 2, -11, -11, inf
0LKP4Q, Y, 3, inf, -11, inf
7TW1VW, O, 4, -7, -11, inf
0LKP4Q, Y, 3, -7, -11, -7
7TW1VW, P, 4, -9, -11, -7
0LKP4Q, Y, 3, -9, -11, -9
7TW1VW, R, 4, -18, -11, -9
0LKP4Q, Y, 3, -18, -11, -9
6AYBFI, B, 2, -11, -11, inf
7TW1VW, O, 3, inf, -11, inf
0LKP4Q, G, 4, -11, -11, inf
7TW1VW, O, 3, -11, -11, inf
6AYBFI, B, 2, -11, -11, inf
7TW1VW, P, 3, inf, -11, inf
0LKP4Q, G, 4, -5, -11, inf
7TW1VW, P, 3, -5, -11, -5
0LKP4Q, O, 4, 0, -11, -5
7TW1VW, P, 3, -5, -11, -5
0LKP4Q, R, 4, -11, -11, -5
7TW1VW, P, 3, -11, -11, -5
6AYBFI, B, 2, -11, -11, inf
7TW1VW, R, 3, inf, -11, inf
0LKP4Q, G, 4, -10, -11, inf
7TW1VW, R, 3, -10, -11, -10
0LKP4Q, O, 4, -5, -11, -10
7TW1VW, R, 3, -10, -11, -10
0LKP4Q, P, 4, -7, -11, -10
7TW1VW, R, 3, -10, -11, -10
0LKP4Q, Y, 4, -15, -11, -10
7TW1VW, R, 3, -15, -11, -10
6AYBFI, B, 2, -11, -11, inf
7TW1VW, Y, 3, inf, -11, inf
0LKP4Q, G, 4, -12, -11, inf
7TW1VW, Y, 3, -12, -11, inf
6AYBFI, B, 2, -11, -11, inf
8SATAC, B, 3, inf, -11, inf
0LKP4Q, G, 4, -6, -11, inf
8SATAC, B, 3, -6, -11, -6
0LKP4Q, O, 4, -1, -11, -6
8SATAC, B, 3, -6, -11, -6
0LKP4Q, P, 4, -3, -11, -6
8SATAC, B, 3, -6, -11, -6
0LKP4Q, R, 4, -12, -11, -6
8SATAC, B, 3, -12, -11, -6
6AYBFI, B, 2, -11, -11, inf
8SATAC, O, 3, inf, -11, inf
0LKP4Q, G, 4, -11, -11, inf
8SATAC, O, 3, -11, -11, inf
6AYBFI, B, 2, -11, -11, inf
8SATAC, P, 3, inf, -11, inf
0LKP4Q, G, 4, -5, -11, inf
8SATAC, P, 3, -5, -11, -5
0LKP4Q, O, 4, 0, -11, -5
8SATAC, P, 3, -5, -11, -5
0LKP4Q, R, 4, -11, -11, -5
8SATAC, P, 3, -11, -11, -5
6AYBFI, B, 2, -11, -11, inf
8SATAC, R, 3, inf, -11, inf
0LKP4Q, G, 4, -10, -11, inf
8SATAC, R, 3, -10, -11, -10
0LKP4Q, O, 4, -5, -11, -10
8SATAC, R, 3, -10, -11, -10
0LKP4Q, P, 4, -7, -11, -10
8SATAC, R, 3, -10, -11, -10
0LKP4Q, Y, 4, -15, -11, -10
8SATAC, R, 3, -15, -11, -10
6AYBFI, B, 2, -11, -11, inf
8SATAC, Y, 3, inf, -11, inf
0LKP4Q, G, 4, -12, -11, inf
8SATAC, Y, 3, -12, -11, inf
6AYBFI, B, 2, -11, -11, inf
AUENI1, B, 3, inf, -11, inf
0LKP4Q, G, 4, -6, -11, inf
AUENI1, B, 3, -6, -11, -6
0LKP4Q, O, 4, -1, -11, -6
AUENI1, B, 3, -6, -11, -6
0LKP4Q, P, 4, -3, -11, -6
AUENI1, B, 3, -6, -11, -6
0LKP4Q, R, 4, -12, -11, -6
AUENI1, B, 3, -12, -11, -6
6AYBFI, B, 2, -11, -11, inf
AUENI1, O, 3, inf, -11, inf
0LKP4Q, G, 4, -11, -11, inf
AUENI1, O, 3, -11, -11, inf
6AYBFI, B, 2, -11, -11, inf
AUENI1, P, 3, inf, -11, inf
0LKP4Q, G, 4, -5, -11, inf
AUENI1, P, 3, -5, -11, -5
0LKP4Q, O, 4, 0, -11, -5
AUENI1, P, 3, -5, -11, -5
0LKP4Q, R, 4, -11, -11, -5
AUENI1, P, 3, -11, -11, -5
6AYBFI, B, 2, -11, -11, inf
AUENI1, Y, 3, inf, -11, inf
0LKP4Q, G, 4, -12, -11, inf
AUENI1, Y, 3, -12, -11, inf
6AYBFI, B, 2, -11, -11, inf
DCSY1B, B, 3, inf, -11, inf
0LKP4Q, G, 4, -6, -11, inf
DCSY1B, B, 3, -6, -11, -6
0LKP4Q, O, 4, -1, -11, -6
DCSY1B, B, 3, -6, -11, -6
0LKP4Q, P, 4, -3, -11, -6
DCSY1B, B, 3, -6, -11, -6
0LKP4Q, R, 4, -12, -11, -6
DCSY1B, B, 3, -12, -11, -6
6AYBFI, B, 2, -11, -11, inf
DCSY1B, O, 3, inf, -11, inf
0LKP4Q, G, 4, -11, -11, inf
DCSY1B, O, 3, -11, -11, inf
6AYBFI, B, 2, -11, -11, inf
DCSY1B, P, 3, inf, -11, inf
0LKP4Q, G, 4, -5, -11, inf
DCSY1B, P, 3, -5, -11, -5
0LKP4Q, O, 4, 0, -11, -5
