P8DTT2, G, 0, -inf, -inf, inf
3GT18W, B, 1, inf, -inf, inf
8319G6, B, 2, -inf, -inf, inf
5WQ2PO, G, 3, 4, -inf, inf
8319G6, B, 2, 4, 4, inf
5WQ2PO, O, 3, 15, 4, inf
8319G6, B, 2, 15, 15, inf
5WQ2PO, P, 3, 5, 15, inf
8319G6, B, 2, 15, 15, inf
5WQ2PO, R, 3, 10, 15, inf
8319G6, B, 2, 15, 15, inf
5WQ2PO, Y, 3, 13, 15, inf
8319G6, B, 2, 15, 15, inf
BFVFH6, B, 3, 17, 15, inf
8319G6, B, 2, 17, 17, inf
BFVFH6, O, 3, 15, 17, inf
8319G6, B, 2, 17, 17, inf
BFVFH6, P, 3, 5, 17, inf
8319G6, B, 2, 17, 17, inf
BFVFH6, R, 3, 10, 17, inf
8319G6, B, 2, 17, 17, inf
BFVFH6, Y, 3, 13, 17, inf
8319G6, B, 2, 17, 17, inf
CCQW0I, G, 3, 4, 17, inf
8319G6, B, 2, 17, 17, inf
CCQW0I, O, 3, 15, 17, inf
8319G6, B, 2, 17, 17, inf
CCQW0I, P, 3, 5, 17, inf
8319G6, B, 2, 17, 17, inf
CCQW0I, Y, 3, 13, 17, inf
8319G6, B, 2, 17, 17, inf
F54Q4D, G, 3, 4, 17, inf
8319G6, B, 2, 17, 17, inf
F54Q4D, O, 3, 15, 17, inf
8319G6, B, 2, 17, 17, inf
F54Q4D, P, 3, 5, 17, inf
8319G6, B, 2, 17, 17, inf
F54Q4D, R, 3, 10, 17, inf
8319G6, B, 2, 17, 17, inf
F54Q4D, Y, 3, 13, 17, inf
8319G6, B, 2, 17, 17, inf
LCYPA8, O, 3, 15, 17, inf
8319G6, B, 2, 17, 17, inf
LCYPA8, P, 3, 5, 17, inf
8319G6, B, 2, 17, 17, inf
LCYPA8, R, 3, 10, 17, inf
8319G6, B, 2, 17, 17, inf
LCYPA8, Y, 3, 13, 17, inf
8319G6, B, 2, 17, 17, inf
RWBX39, G, 3, 4, 17, inf
8319G6, B, 2, 17, 17, inf
RWBX39, O, 3, 15, 17, inf
8319G6, B, 2, 17, 17, inf
RWBX39, P, 3, 5, 17, inf
8319G6, B, 2, 17, 17, inf
RWBX39, R, 3, 10, 17, inf
8319G6, B, 2, 17, 17, inf
RWBX39, Y, 3, 13, 17, inf
8319G6, B, 2, 17, 17, inf
TE2SM9, G, 3, 4, 17, inf
8319G6, B, 2, 17, 17, inf
TE2SM9, O, 3, 15, 17, inf
8319G6, B, 2, 17, 17, inf
TE2SM9, P, 3, 5, 17, inf
8319G6, B, 2, 17, 17, inf
TE2SM9, R, 3, 10, 17, inf
8319G6, B, 2, 17, 17, inf
TE2SM9, Y, 3, 13, 17, inf
8319G6, B, 2, 17, 17, inf
UZK9V2, O, 3, 15, 17, inf
8319G6, B, 2, 17, 17, inf
UZK9V2, P, 3, 5, 17, inf
8319G6, B, 2, 17, 17, inf
UZK9V2, R, 3, 10, 17, inf
8319G6, B, 2, 17, 17, inf
UZK9V2, Y, 3, 13, 17, inf
8319G6, B, 2, 17, 17, inf
YY1DHR, B, 3, 17, 17, inf
8319G6, B, 2, 17, 17, inf
YY1DHR, G, 3, 4, 17, inf
8319G6, B, 2, 17, 17, inf
YY1DHR, O, 3, 15, 17, inf
8319G6, B, 2, 17, 17, inf
YY1DHR, P, 3, 5, 17, inf
8319G6, B, 2, 17, 17, inf
YY1DHR, Y, 3, 13, 17, inf
8319G6, B, 2, 17, 17, inf
ZXTUQX, O, 3, 15, 17, inf
8319G6, B, 2, 17, 17, inf
ZXTUQX, P, 3, 5, 17, inf
8319G6, B, 2, 17, 17, inf
ZXTUQX, R, 3, 10, 17, inf
8319G6, B, 2, 17, 17, inf
ZXTUQX, Y, 3, 13, 17, inf
8319G6, B, 2, 17, 17, inf
3GT18W, B, 1, 17, -inf, 17
8319G6, O, 2, -inf, -inf, 17
5WQ2PO, B, 3, 12, -inf, 17
8319G6, O, 2, 12, 12, 17
5WQ2PO, G, 3, -1, 12, 17
8319G6, O, 2, 12, 12, 17
5WQ2PO, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
5WQ2PO, R, 3, 5, 12, 17
8319G6, O, 2, 12, 12, 17
5WQ2PO, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
BFVFH6, B, 3, 12, 12, 17
8319G6, O, 2, 12, 12, 17
BFVFH6, O, 3, 10, 12, 17
8319G6, O, 2, 12, 12, 17
BFVFH6, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
BFVFH6, R, 3, 5, 12, 17
8319G6, O, 2, 12, 12, 17
BFVFH6, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
CCQW0I, B, 3, 12, 12, 17
8319G6, O, 2, 12, 12, 17
CCQW0I, G, 3, -1, 12, 17
8319G6, O, 2, 12, 12, 17
CCQW0I, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
CCQW0I, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
F54Q4D, G, 3, -1, 12, 17
8319G6, O, 2, 12, 12, 17
F54Q4D, O, 3, 10, 12, 17
8319G6, O, 2, 12, 12, 17
F54Q4D, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
F54Q4D, R, 3, 5, 12, 17
8319G6, O, 2, 12, 12, 17
F54Q4D, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
LCYPA8, O, 3, 10, 12, 17
8319G6, O, 2, 12, 12, 17
LCYPA8, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
LCYPA8, R, 3, 5, 12, 17
8319G6, O, 2, 12, 12, 17
LCYPA8, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
RWBX39, G, 3, -1, 12, 17
8319G6, O, 2, 12, 12, 17
RWBX39, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
RWBX39, R, 3, 5, 12, 17
8319G6, O, 2, 12, 12, 17
RWBX39, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
TE2SM9, B, 3, 12, 12, 17
8319G6, O, 2, 12, 12, 17
TE2SM9, G, 3, -1, 12, 17
8319G6, O, 2, 12, 12, 17
TE2SM9, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
TE2SM9, R, 3, 5, 12, 17
8319G6, O, 2, 12, 12, 17
TE2SM9, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
UZK9V2, B, 3, 12, 12, 17
8319G6, O, 2, 12, 12, 17
UZK9V2, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
UZK9V2, R, 3, 5, 12, 17
8319G6, O, 2, 12, 12, 17
UZK9V2, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
YY1DHR, B, 3, 12, 12, 17
8319G6, O, 2, 12, 12, 17
YY1DHR, G, 3, -1, 12, 17
8319G6, O, 2, 12, 12, 17
YY1DHR, O, 3, 10, 12, 17
8319G6, O, 2, 12, 12, 17
YY1DHR, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
YY1DHR, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
ZXTUQX, O, 3, 10, 12, 17
8319G6, O, 2, 12, 12, 17
ZXTUQX, P, 3, 0, 12, 17
8319G6, O, 2, 12, 12, 17
ZXTUQX, R, 3, 5, 12, 17
8319G6, O, 2, 12, 12, 17
ZXTUQX, Y, 3, 8, 12, 17
8319G6, O, 2, 12, 12, 17
3GT18W, B, 1, 12, -inf, 12
8319G6, P, 2, -inf, -inf, 12
5WQ2PO, B, 3, 18, -inf, 12
8319G6, P, 2, 18, -inf, 12
3GT18W, B, 1, 12, -inf, 12
8319G6, R, 2, -inf, -inf, 12
5WQ2PO, B, 3, 16, -inf, 12
8319G6, R, 2, 16, -inf, 12
3GT18W, B, 1, 12, -inf, 12
8319G6, Y, 2, -inf, -inf, 12
5WQ2PO, B, 3, 14, -inf, 12
8319G6, Y, 2, 14, -inf, 12
3GT18W, B, 1, 12, -inf, 12
BFVFH6, B, 2, -inf, -inf, 12
8319G6, B, 3, 17, -inf, 12
BFVFH6, B, 2, 17, -inf, 12
3GT18W, B, 1, 12, -inf, 12
BFVFH6, O, 2, -inf, -inf, 12
8319G6, B, 3, 12, -inf, 12
BFVFH6, O, 2, 12, -inf, 12
3GT18W, B, 1, 12, -inf, 12
BFVFH6, P, 2, -inf, -inf, 12
8319G6, B, 3, 18, -inf, 12
BFVFH6, P, 2, 18, -inf, 12
3GT18W, B, 1, 12, -inf, 12
BFVFH6, R, 2, -inf, -inf, 12
8319G6, B, 3, 16, -inf, 12
BFVFH6, R, 2, 16, -inf, 12
3GT18W, B, 1, 12, -inf, 12
BFVFH6, Y, 2, -inf, -inf, 12
8319G6, B, 3, 14, -inf, 12
BFVFH6, Y, 2, 14, -inf, 12
3GT18W, B, 1, 12, -inf, 12
CCQW0I, B, 2, -inf, -inf, 12
8319G6, O, 3, 15, -inf, 12
CCQW0I, B, 2, 15, -inf, 12
3GT18W, B, 1, 12, -inf, 12
